Category,SUB Category,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP
VFD,CG,CG-18.5KW-HD25HP380-480V (300X198X185),,Nos,INNOVATORS ELECRICAL,74531,44,41737.36
VFD,CG,CG-22KW-HD30HP380-480V (300X198X185),,Nos,INNOVATORS ELECRICAL,83341,44,46670.96
VFD,CG,CG-4.4KW-ND(6HP)380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,31983.4,44,17910.704
VFD,CG,9.3KW-HD12.5HP380-480V (300X198X185),,Nos,,54457,44,30495.92
VFD,DANFOS,3KW-HD4HP380-480V ,,Nos,INNOVATORS ELECRICAL,29508,50,14754
Lugs,,Lugs End Sleeve 1 Sqmm,,Nos,Anuroop,1,0,1
VFD,CG,5.5KW-ND7.5HP380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,29508,52,14163.84
VFD,DELTA, DELTA 5.5KW-ND7.5HP380-480V (186.6X116.6X175),,Nos,DELTA DRIVE,14000,0,14000
VFD,CG,4KW-HD5.5HP380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,29508,50,14754
VFD,CG,0.75KW-HD1HP380-480V (200X80X150),,Nos,INNOVATORS ELECRICAL,21328,60,8531.2
VFD,CG,1.5KW-HD2HP380-480V (200X80X150),,Nos,INNOVATORS ELECRICAL,22475,60,8990
VFD,CG,2.2KW-HD3HP380-480V (200X80X150),,Nos,INNOVATORS ELECRICAL,25784,60,10313.6
VFD,CG,3.7KW-HD5HP380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,29508,60,11803.2
VFD,CG,5.5KW-HD7.5HP380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,37291,60,14916.4
VFD,CG,7.5KW-HD10HP380-480V (249X146X177),,Nos,INNOVATORS ELECRICAL,44749,60,17899.6
VFD,CG,11KW-HD15HP380-480V (249X146X177),,Nos,INNOVATORS ELECRICAL,54457,60,21782.8
VFD,CG,15KW-HD20HP380-480V (300X198X185),,Nos,INNOVATORS ELECRICAL,66888,60,26755.2
VFD,CG,18.5KW-HD25HP380-480V (300X198X185),,Nos,INNOVATORS ELECRICAL,74531,60,29812.4
VFD,CG,22KW-HD30HP380-480V (300X198X185),,Nos,INNOVATORS ELECRICAL,83341,60,33336.4
VFD,CG,1.1KW-ND(1.5HP)380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,22475,60,8990
,1,L TYPE INSULATOR ,,Nos,,20,0,20
,1,Z TYPE INSULATOR,,Nos,,20,0,20
,1,CONICAL TYPE INSULATOR 40MM,,Nos,,20,0,20
SLEEVE,RED,BUS BAR SLEEVE RED,,METER,,15,0,15
SLEEVE,YELLOW,BUS BAR SLEEVE YELLOW,,METER,,15,0,15
SLEEVE,BLUE,BUS BAR SLEEVE BLUE,,METER,,15,0,15
SLEEVE,BLACK,BUS BAR SLEEVE BLACK,,METER,,15,0,15
TERMINAL,RED,CBB TERMINAL RED 35-50,,NOS,,200,0,200
TERMINAL,YELLOW,CBB TERMINAL YELLOW 35-51,,NOS,,200,0,200
TERMINAL,BLUE,CBB TERMINAL BLUE 35-52,,NOS,,200,0,200
TERMINAL,BLACK,CBB TERMINAL BLACK 35-53,,NOS,,200,0,200
TERMINAL,GREY,CBB TERMINAL GREY 35-54,,NOS,,200,0,200
,1,EMERGENCY STOP BUTTON,,Nos,,150,0,150
,1,3 PIN  SOCKET,,Nos,,1500,0,1500
,1,AIR FILTER (PEACOCK),,Nos,,47,30,32.9
CONTACTOR,LNT,CONTACTOR 115 amp,,Nos,,15339,50,7669.5
CONTACTOR,LNT,CONTACTOR 65 amp,,Nos,,3560,57,1530.8
ADD ON BLOCK,1,ADD ON BLOCK,,Nos,,190,0,190
WIRE,RED,WIRE  35 SQMM RED,35,Nos,THAKUR,567,30,396.9
WIRE,YELLOW,WIRE  35 SQMM YELLOW,,Nos,THAKUR,567,30,396.9
WIRE,BLUE,WIRE  35 SQMM BLUE,,Nos,THAKUR,567,30,396.9
WIRE,BLACK,WIRE  35 SQMM BLACK,,Nos,THAKUR,567,30,396.9
Luga,1,LUGS PIN TYPE  COPPER ,,Nos,,15,0,15
Lugs,1,LUGS  RING TYPE  COPPER ,,Nos,,15,0,15
Nuts ,1,nut bolt 8*12 ,,Nos,,5,0,5
Nuts ,1,nut bolt 6*10 ,,nos,,5,0,5
,1,Washor ,,Nos,,5,0,5
board,1,Switch board ,,Nos,,200,0,200
,1,Motor protection relay ,,Nos,,2000,0,2000
metal box,1,metal box,,Nos,,55000,0,55000
OLR,1,Thermal O/L  90-150A,,Nos,,8540,40,5124
ATS,1,ATS 75hp (ELMEASURE 160A),,Nos,,27709,0,27709
,1,Ammeter 0-150A (Multispan),,Nos,,785,0,785
,1,C.T.150/5A (Std.),,Nos,,200,0,200
Metal Box,1,Metal Box 700*500*400 (1.6mm) ATS,,Nos,Anand Engineering,15000,0,15000
Metal Box,1,Metal Box 1000*1000*600 (1.6mm) LT,,Nos,Anand Engineering,30000,0,30000
Metal Box,1,Metal Box 230*190*125 ,,Nos,Anand Engineering,500,0,500
Transformer,T,Transformer ,,Nos,,200,0,200
Controller,A-STP,AIPCU WITH HMI DISPLAY - STP,,Nos,SAARK,50000,50,25000
Controller,GIC,GIC WATER LEVEL CONTROLLER ,,Nos,GIC,1500,0,1500
Controller,,GIC CONTROLLER,,Nos,,1900,0,1900
CONTACTOR,,CONTACTOR 0901 N5,,Nos,Satyam,1512,52,725.76
CONTACTOR,,CONTACTOR 1201 N5,,Nos,Satyam,1512,52,725.76
CONTACTOR,,CONTACTOR 1801 N5,,Nos,Satyam,1512,52,725.76
CONTACTOR,,CONTACTOR 2501 N5,,Nos,Satyam,1512,52,725.76
CONTACTOR,,CONTACTOR 3201 N5,,Nos,Satyam,1512,52,725.76
CONTACTOR,,CONTACTOR 3801 N5,,Nos,Satyam,1512,52,725.76
switch,YELLOW SB,3 POLE SWITCH DOOR MOUNT (YELLOW) 63A,63,Nos,Anuroop,1168,40,700.8
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 80A,80,Nos,Anuroop,3003,40,1801.8
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 100A,,Nos,Anuroop,3748,40,2248.8
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 125A,,Nos,Anuroop,4684,40,2810.4
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 16A,,Nos,Anuroop,847,40,508.2
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 20A,,Nos,Anuroop,870,40,522
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 25A,,Nos,Anuroop,944,40,566.4
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 32A,,Nos,Anuroop,977,40,586.2
switch,1,3 POLE SWITCH DOOR MOUNT (YELLOW) 40A,,Nos,Anuroop,1105,40,663
METAL BOX,METEL BOX,METAL BOX 500x600x250 (HMI 2PUMP) UPTO 3HP,,NOS,DB INDUSRIES,3500,0,3500
METAL BOX,PUMP,METAL BOX 500x700x250 (HMI 3PUMP) ,,NOS,DB INDUSRIES,4700,0,4700
METAL BOX,PUMP,METAL BOX 500x700x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,5500,0,5500
METAL BOX,PUMP,METAL BOX 600x800x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,8500,0,8500
METAL BOX,VFD,METAL BOX 550x700x330 MULTY VFD,,NOS,DB INDUSRIES,4700,0,4700
METAL BOX,VFD,METAL BOX 600x800x330 MULTY VFD,,NOS,DB INDUSRIES,6500,0,6500
power ,SMPS,SMPS,,NOS,,500,0,500
VFD,Schineder,7.5hp 5.5 KW VFD,,NOS,Satyam Schineder,14100,0,14100
VFD,Schineder,2HP 4.2 A VFD,,NOS,Satyam Schineder,9858,0,9858
VFD,Schineder,3HP 5.5 A VFD,,NOS,Satyam Schineder,11024,0,11024
VFD,Schineder,5HP 8.9 A VFD,,NOS,Satyam Schineder,13250,0,13250
VFD,Schineder,7.5HP 12.1 A VFD,,NOS,Satyam Schineder,14946,0,14946
VFD,Schineder,10HP 16 A VFD,,NOS,Satyam Schineder,18020,0,18020
VFD,Schineder,15HP 22.8 A VFD,,NOS,Satyam Schineder,24380,0,24380
VFD,Schineder,20HP 36 A VFD,,NOS,Satyam Schineder,32330,0,32330
VFD,Schineder,30HP 43 A VFD,,NOS,Satyam Schineder,46852,0,46852
METAL BOX,MB,METAL BOX FOR 6 PUMP ,,NOS,,15000,0,15000
,CG,1HP SINGLE PHASE VFD CG ,,NOS,,15000,61,5850
VFD,DANFOSS,0.37KW0.5HP380-480V,,NOS,INNODRIVES DANFOSS,8103,0,8103
VFD,DANFOSS,0.75KW 1HP380-480V,,NOS,INNODRIVES DANFOSS,8400,0,8400
VFD,DANFOSS,1.5KW2HP380-480V,,NOS,INNODRIVES DANFOSS,11462,0,11462
VFD,DANFOSS,2.2KW3HP380-480V,,NOS,INNODRIVES DANFOSS,14168,0,14168
VFD,DANFOSS,3KW4HP380-480V,,NOS,INNODRIVES DANFOSS,16858,0,16858
VFD,DANFOSS,4KW5HP380-480V,,NOS,INNODRIVES DANFOSS,18146,0,18146
VFD,DANFOSS,5.5KW 7.5HP 380-480V,,NOS,INNODRIVES DANFOSS,21032,0,21032
VFD,DANFOSS,7.5KW10HP380-480V,,NOS,INNODRIVES DANFOSS,23755,0,23755
VFD,DANFOSS,11KW15HP380-480V ,,NOS,INNODRIVES DANFOSS,34401,0,34401
VFD,DANFOSS,15KW20HP380-480V,,NOS,INNODRIVES DANFOSS,39586,0,39586
VFD,DANFOSS,18.5KW25HP380-480V ,,NOS,INNODRIVES DANFOSS,48716,0,48716
VFD,DANFOSS,22KW30HP380-480V ,,NOS,INNODRIVES DANFOSS,57078,0,57078
VFD,DANFOSS,30KW40HP380-480V ,,NOS,INNODRIVES DANFOSS,83300.8,0,83300.8
VFD,DANFOSS,38KW50HP380-480V ,,NOS,INNODRIVES DANFOSS,83489.7,0,83489.7
VFD,DANFOSS,47KW60HP380-480V ,,NOS,INNODRIVES DANFOSS,116859.75,0,116859.75
VFD,DANFOSS,75KW140 AMP 380-480V ,,NOS,INNODRIVES DANFOSS,162906.45,0,162906.45
VFD,DELTA, 230V 0.4KW / 0.5HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD2A8MS21ANSAA,8882,0,8882
VFD,DELTA,230V 0.75KW / 0.1HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD4A8MS21ANSAA,9720,0,9720
VFD,DELTA, 230V 1.5KW / 2HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD7A5MS21ANSAA,10373,0,10373
VFD,DELTA, 230V 2.2KW / 3HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD11AMS21ANSAA,11739,0,11739
VFD,DELTA, 415V 0.4KW / 0.5HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD1A5MS43ANSAA,10671,0,10671
VFD,DELTA, 415V 0.75KW / 1HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD2A7MS43ANSAA,11205,0,11205
VFD,DELTA, 415V 1.5KW / 2HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD4A2MS43ANSAA,11863,0,11863
VFD,DELTA, 415V 2.2KW / 3HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD5A5MS43ANSAA,13708,0,13708
VFD,DELTA, 415V 4KW / 5HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD9A0MS43ANSAA,15677,0,15677
VFD,DELTA, 415V 5.5KW / 7.5HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD13AMS43ANSAA,21690,0,21690
VFD,DELTA, 415V 7.5KW / 10HP  Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD17AMS43ANSAA,22466,0,22466
VFD,DELTA, 415V 11KW /15HP  Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD25AMS43ANSAA,27473,0,27473
VFD,DELTA, 415V 15KW / 20HP  Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD32AMS43ANSAA,34206,0,34206
VFD,DELTA, 415V 18.5KW / 25HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD38AMS43ANSAA,45827,0,45827
VFD,DELTA, 415V 22KW / 30HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD45AMS43ANSAA,49461,0,49461
VFD,DELTA, 415V30KW / 40HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD300CP43B-21,57100,0,57100
VFD,DELTA, 415V 35KW / 50HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD370CP53B-21,73450,0,73450
VFD,DELTA, 415V 45KW / 60HP Inbuilt detachable display unit,,NOS,DELTA MS SERISE VFD45AMS43ANSAA,43990,0,43990
VFD,DELTA, 415V 75KW / 75HP 144 AMP ,,NOS,,133677.5,0,133677.5
Soft Starter ,LNT,15 HP L&T SOFT STARTER ,,NOS,AGC,45837,0,45837
Soft Starter ,LNT,20 HP L&T SOFT STARTER,,NOS,AGC,47000,0,47000
Soft Starter ,LNT,30 HP L&T SOFT STARTER,,NOS,AGC,50825,0,50825
Soft Starter ,LNT,40 HP L&T SOFT STARTER,,NOS,AGC,52773,0,52773
Soft Starter ,LNT,50 HP L&T SOFT STARTER,,NOS,AGC,52773,0,52773
STP METAL BOX,STAND,FABRICATION POWDER COATING PANEL WITH STAND ,,NOS,DB,52773,0,52773
FIRE,system,fire suppression system,,NOS,FIRE,25000,0,25000
,X,BUSBAR 50X20,,NOS,FIRE,3000,0,3000
TERMINAL,AMP,PVC TERMINAL 6AMP,,NOS,FIRE,3000,0,3000
CONTACTOR ,CONTACTOR,IDEAL CONTACTOR ,,NOS,FIRE,3000,0,3000
PAKEGING,SMALL,RAPING ROLL SMALL,,NOS,FIRE,3000,0,3000
PAKEGING,BIG,RAPING ROLL  BIG ,,NOS,FIRE,3000,0,3000
MCB,SI-MCB,SI-MCB 3P 63A,,Nos,SIMENS ,3149,69,976.19
MCB,SI-MCB,SI--MCB 3P 40A,,Nos,SIMENS ,2820,69,874.2
MCB,SI-MCB,SI-MCB 3P 25A,,Nos,SIMENS ,2015,69,624.65
MCB,SI-MCB,SI-MCB 3P 20A,,Nos,SIMENS ,2015,69,624.65
MCB,SI-MCB,SI-MCB 3P 16A,,Nos,SIMENS ,2015,69,624.65
MCB,SI-MCB,SI-MCB 3P 10A,,Nos,SIMENS ,2015,69,624.65
MCB,SI-MCB,SI-MCB 3P 6A,,Nos,SIMENS ,2015,69,624.65
CT,CT,C.T.100/5A (Std.),,Nos,,400,0,400
Metal Box,1,Metal Box 950*750*400 (1.6mm) ATS,,Nos,Anand Engineering,25000,0,25000
Metal Box,1,SDF FN250TPF,,Nos,Anand Engineering,19580,50,9790
Metal Box,1,Metal box 750*1000*350(2 vfd Outdoor Panel) ,,Nos,Anand Engineering,14000,0,14000
Metal Box,1,Metal Box 600*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,3700,0,3700
Metal Box,1,Metal Box 700*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,5200,0,5200
Metal Box,1,Metal Box 850*1200*350 (1.2mm) HMI PANEL(15KW 3 PUMP),,Nos,Anand Engineering,14000,0,14000
CONTACTOR,,50A L&T,,Nos,AJITESH,7640,40,4584
,1,50 A SEMINS,,Nos,ANUROOP,10575,51,5181.75
METAL BOX,HP,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 3HP,,NOS,DB INDUSRIES,4500,0,4500
METAL BOX,HP,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 5HP,,NOS,DB INDUSRIES,4700,0,4700
METAL BOX,indore,METAL BOX 600x1200x350 1pump indore,,NOS,DB INDUSRIES,16000,0,16000
METAL BOX,indore,METAL BOX 600x800x350 1pump indore,,NOS,DB INDUSRIES,12000,0,12000
VFD,VFD,18KW20HP DELTA VFD ,,NOS,,54445.2,0,54445.2
METAL BOX,INDOOR,25HP 1PUMP METEL BOX VFD INDOOR,,NOS,DB INDUSRIES,7000,0,7000
METAL BOX,OUTDOOR,25HP 1PUMP METEL BOX VFD OUTDOOR,,NOS,DB INDUSRIES,15000,0,15000
METAL BOX,INDOOR,METAL BOX 1150X1400X450 INDOOR ,,NOS,DB INDUSRIES,22000,0,22000
DVM,ammeter,Digital voltmeter ammeter,,NOS,,2500,0,2500
stop button,button,Emergency stop push button,,NOS,,170,0,170
DVM,meter,DVM Multy function meter,,NOS,,2500,0,2500
CHOCK,CHOKE,30KW 40HP 8A CHOKE ,,NOS,,13000,0,13000
SFU,BOS,SWITCH FUSE UNIT (OPEN BOS),,NOS,AJITESH( L& T),12000,0,12000
FUSE,TUBE,SFU FUSE TUBE,,NOS,AJITESH( L& T),1000,0,1000
SI,AO,SIGNAL ISOLATOR (4-20MA for AI & AO),,NOS,ANUROOP MULTISPAN ,4175,32,2839
metal BOX,DLC,FLAME PROOF PANEL ( DLC),,NOS,ANUROOP MULTISPAN ,25000,0,25000
metal BOX,PANEL,22 KW 30HP 1 PUMP INDOOR PANEL ,,NOS,ANUROOP MULTISPAN ,20000,0,20000
Choke,AMP, VFD CHOKE (20 HP 15KW  (CHOKE CURRENT  40 AMP)) ,,NOS,RAJ ELECTRICAL ,6785,0,6785
Metal Box,1,Metal Box 1000*1500*350 (1.6) HMI PANEL(15KW 2 PUMP),,Nos,db ,22000,0,22000
METAL BOX,PANEL,METAL BOX 750x650x350 (HMI 2PUMP)  5HP OUTDOOR PANEL ,,NOS,DB INDUSRIES,12500,0,12500
SFU,SIEMENS,3KL8221-5TA00 125A SFU OPEN SIEMENS,,NOS,ANUROOP ,12245,45,6734.75
CONTACTOR,SIEMENS, 9A 3P 24VDC NO CONTACTOR SIEMENS,,NOS,ANUROOP ,3300,45,1815
CONTACTOR,SIEMENS,22A 3P 24VDC  CONTACTOR SIEMENS,,NOS,ANUROOP ,5480,45,3014
CONTACTOR,SIEMENS, 38A 3P 24VDC CONTACTOR SIEMENS,,NOS,ANUROOP ,15190,45,8354.5
MFM,PLUS,MULTY FUNCTION METER PM 130 EH PLUS,,NOS,ANUROOP ,20000,0,20000
PANEL BOX,D, PANEL BOX 600 W * 600 H * 350 D,,NOS,DHUPPAR BROTHERS.,17000,0,17000
METAL BOX ,PANEL,METAL BOX 450*350*250MM OUTDOOR PANEL ,,NOS,,9000,0,9000
METAL BOX ,PANEL,METAL BOX 500*600*250MM OUTDOOR PANEL ,,NOS,,13000,0,13000
RELAY,SALZER,MSP 2P 240 VAC 8PIN RELAY SALZER,,NOS,ANUROOP,283,0,283
Metal Box,1,Metal box 550X 700X330 3 MULTY VFD ,,Nos,Anand Engineering,4700,0,4700
Metal Box,1,Metal box 600X 700X300 2 VFD 4 PUMP,,Nos,Anand Engineering,15000,0,15000
Metal Box,1,Metal box 1500X 2000X450 4 VFD 4 PUMP,,Nos,Anand Engineering,50000,0,50000
Metal Box,1,Metal box 1700X 1500X450 3VFD 3 PUMP,,Nos,Anand Engineering,55000,0,55000
Metal Box,1,Metal box 1700X 1500X450 2VFD 4 PUMP,,Nos,Anand Engineering,40000,0,40000
Metal Box,1,Metal box 1700X 1500X450 2VFD 3PUMP,,Nos,Anand Engineering,30000,0,30000
METAL BOX,VFD,900x600x300 - 3 PUMP HMI 1VFD,,NOS,DB INDUSTRIES ,9000,0,9000
Metal Box,1,Metal Box 850*1200*350 (1.2mm) (11KW 3 PUMP) CONTROL PANEL BOX,,Nos,Anand Engineering,15000,0,15000
Metal Box,1,Metal Box 850*1200*350 (1.2mm) HMI PANEL(11KW 3 PUMP),,Nos,Anand Engineering,11000,0,11000
METAL BOX,PUMP,700x600x200 - 3 PUMP,,NOS,DB INDUSTRIES ,6000,0,6000
METAL BOX,PANEL,3 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,42000,0,42000
VFD CHOKE,1,VFD CHOKE 20AMP,,Nos,,21440,0,21440
METAL BOX,PANEL,4 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,56000,0,56000
Metal Box,1,Metal Box 800*1300*350 HMI PANEL 2PUMP 20HP 2VFD,,Nos,DB INDUSTRIES ,16000,0,16000
Metal Box,1,METAL BOX 700*1000*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,15000,0,15000
Metal Box,1,METAL BOX 800*1200*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,16000,0,16000
Metal Box,1, 2 PUMP COMPARTMENTAL PANEL 1500x1000x400,,Nos,DB INDUSTRIES ,35000,0,35000
Metal Box,1, 2 PUMP COMPARTMENTAL PANEL,,Nos,DB INDUSTRIES ,25000,0,25000
Metal Box,1,Metal Box 800*1300*400 HMI PANEL 2PUMP 12.5HP 2VFD,,Nos,DB INDUSTRIES ,17000,0,17000
METAL BOX,1,7.5HP AND 10 HP OUTDOOR PANEL BOX ,,Nos,DB INDUSTRIES ,8000,0,8000
METAL BOX,VFD,1000(H)X850(W)X320(D) 15HP 4 VFD,,NOS,DB INDUSTRIES ,15000,0,15000
METAL BOX,VFD,1500(H)X1000(W)X320(D) 15HP 6 VFD,,NOS,DB INDUSTRIES ,40000,0,40000
METAL BOX,VFD,1500(H)X1000(W)X320(D) 20HP 3 VFD,,NOS,DB INDUSTRIES ,35000,0,35000
METAL BOX,VFD,1500(H)X1000(W)X320(D) 25HP 3 VFD,,NOS,DB INDUSTRIES ,30000,0,30000
METAL BOX,VFD,1500(H)X1000(W)X320(D) 35HP 2 VFD,,NOS,DB INDUSTRIES ,35000,0,35000
METAL BOX,BOX,8 PUMP 4 VFD METAL BOX,,NOS,DB INDUSTRIES ,35000,0,35000
,CLOCK,REAL TIME CLOCK ,,NOS,,2000,,2000
PUSH BUTTON,BUTTON,START /STOP PUSH BUTTON,,NOS,,150,0,150
,PANEL,CP2P_1HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200,0,15200
,PANEL,CP2P_2HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200,0,15200
VFD,VFD,FC-051 7.5KW 10 HP DANFOSS VFD,,NOS,DANFOSS,26375,0,26375
METAL BOX,VFD,1500(H)X1000(W)X320(D)  6 VFD,,NOS,DB INDUSTRIES ,20000,0,20000
METAL BOX,PANEL,METAL BOX 40 HP 3 VFD COMPARTMENT PANEL ,,NOS,DB INDUSTRIES ,40000,0,40000
VFD,V,55KW 75HP 106AMP 380-480V ,,NOS,INNODRIVES DANFOSS,143245.2,0,143245.2
METAL BOX,PANEL,METAL BOX 75 HP 3 VFD COMPARTMENT PANEL ,,NOS,DB INDUSTRIES ,70000,0,70000
Lugs,,LUGS 35 SQMM PIN COPPER,,Nos,Anuroop,60,0,60
Lugs,,LUGS 35 SQMM RING COPPER,,Nos,Anuroop,90,30,63
Wire,,WIRE 35 SQMM RED,,Meter,Thakur,1375,50,687.5
Wire,,WIRE 35 SQMM YELLOW,,Meter,Thakur,1375,50,687.5
Wire,,WIRE 35 SQMM BLUE,,Meter,Thakur,1375,50,687.5
Wire,,WIRE 35 SQMM BLACK,,Meter,Thakur,1375,50,687.5
Wire,,WIRE 35 SQMM GREY,,Meter,Thakur,1375,50,687.5
LV510300,MCCB 3P,16A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510301,MCCB 3P,25A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510302,MCCB 3P,32A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510303,MCCB 3P,40A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510304,MCCB 3P,50A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510305,MCCB 3P,63A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510306,MCCB 3P,80A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV510307,MCCB 3P,100A Three Pole MCCB,,NOS,25 kA,13420,60,5368
LV516302,MCCB 3P,125A Three Pole MCCB,,NOS,25 kA,19750,60,7900
LV516303,MCCB 3P,160A Three Pole MCCB,,NOS,25 kA,25780,60,10312
LV525302,MCCB 3P,200A Three Pole MCCB,,NOS,25 kA,34120,60,13648
LV525303,MCCB 3P,250A Three Pole MCCB,,NOS,25 kA,39930,60,15972
LV510310,MCCB 3P,16A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510311,MCCB 3P,25A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510312,MCCB 3P,32A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510313,MCCB 3P,40A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510314,MCCB 3P,50A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510315,MCCB 3P,63A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510316,MCCB 3P,80A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV510317,MCCB 3P,100A Four Pole MCCB,,NOS,25 kA,18680,60,7472
LV516312,MCCB 3P,125A Four Pole MCCB,,NOS,25 kA,24170,60,9668
LV516313,MCCB 3P,160A Four Pole MCCB,,NOS,25 kA,30890,60,12356
LV525312,MCCB 3P,200A Four Pole MCCB,,NOS,25 kA,42650,60,17060
LV525313,MCCB 3P,250A Four Pole MCCB,,NOS,25 kA,48850,60,19540
LV510330,MCCB 3P,16A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510331,MCCB 3P,25A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510332,MCCB 3P,32A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510333,MCCB 3P,40A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510334,MCCB 3P,50A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510335,MCCB 3P,63A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510336,MCCB 3P,80A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV510337,MCCB 3P,100A Three Pole MCCB,,NOS,36 kA,18380,60,7352
LV516332,MCCB 3P,125A Three Pole MCCB,,NOS,36 kA,20380,60,8152
LV516333,MCCB 3P,160A Three Pole MCCB,,NOS,36 kA,27000,60,10800
LV525332,MCCB 3P,200A Three Pole MCCB,,NOS,36 kA,38890,60,15556
LV525333,MCCB 3P,250A Three Pole MCCB,,NOS,36 kA,43140,60,17256
LV540305,MCCB 3P,320A Three Pole MCCB,,NOS,36 kA,58970,60,23588
LV540306,MCCB 3P,400A Three Pole MCCB,,NOS,36 kA,59320,60,23728
LV563305,MCCB 3P,500A Three Pole MCCB,,NOS,36 kA,67250,60,26900
LV563307,MCCB 3P,630A Three Pole MCCB,,NOS,36 kA,77000,60,30800
LV510340,MCCB 3P,16A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510341,MCCB 3P,25A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510342,MCCB 3P,32A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510343,MCCB 3P,40A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510344,MCCB 3P,50A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510345,MCCB 3P,63A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510346,MCCB 3P,80A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV510347,MCCB 3P,100A Four Pole MCCB,,NOS,36 kA,22940,60,9176
LV516342,MCCB 3P,125A Four Pole MCCB,,NOS,36 kA,25310,60,10124
LV516343,MCCB 3P,160A Four Pole MCCB,,NOS,36 kA,32170,60,12868
LV525342,MCCB 3P,200A Four Pole MCCB,,NOS,36 kA,48190,60,19276
LV525343,MCCB 3P,250A Four Pole MCCB,,NOS,36 kA,53380,60,21352
